0 	0 	0 	0
0.0040404 	0.0789665 	0 	0
0.00808081 	0.109084 	0 	0
0.0121212 	0.126158 	0 	0
0.0161616 	0.137933 	0 	0
0.020202 	0.146948 	0 	0
0.0242424 	0.154261 	0 	0
0.0282828 	0.160494 	0 	0
0.0323232 	0.165777 	0 	0
0.0363636 	0.170457 	0 	0
0.040404 	0.174707 	0 	0
0.0444444 	0.178435 	0 	0
0.0484848 	0.181954 	0 	0
0.0525253 	0.185058 	0 	0
0.0565657 	0.188027 	0 	0
0.0606061 	0.190732 	0 	0
0.0646465 	0.193275 	0 	0
0.0686869 	0.195742 	0 	0
0.0727273 	0.197919 	0 	0
0.0767677 	0.200056 	0 	0
0.0808081 	0.202134 	0 	0
0.0848485 	0.203981 	0 	0
0.0888889 	0.205804 	0 	0
0.0929293 	0.207596 	0 	0
0.0969697 	0.209218 	0 	0
0.10101 	0.210783 	0 	0
0.105051 	0.212315 	0 	0
0.109091 	0.213836 	0 	0
0.113131 	0.215183 	0 	0
0.117172 	0.216513 	0 	0
0.121212 	0.217812 	0 	0
0.125253 	0.219099 	0 	0
0.129293 	0.220304 	0 	0
0.133333 	0.221428 	0 	0
0.137374 	0.222545 	0 	0
0.141414 	0.223633 	0 	0
0.145455 	0.224713 	0 	0
0.149495 	0.225729 	0 	0
0.153535 	0.226673 	0 	0
0.157576 	0.227617 	0 	0
0.161616 	0.228532 	0 	0
0.165657 	0.229428 	0 	0
0.169697 	0.230324 	0 	0
0.173737 	0.23114 	0 	0
0.177778 	0.231923 	0 	0
0.181818 	0.232706 	0 	0
0.185859 	0.233465 	0 	0
0.189899 	0.234195 	0 	0
0.193939 	0.234924 	0 	0
0.19798 	0.235641 	0 	0
0.20202 	0.236278 	0 	0
0.206061 	0.236915 	0 	0
0.210101 	0.237552 	0 	0
0.214141 	0.238161 	0 	0
0.218182 	0.23874 	0 	0
0.222222 	0.239314 	0 	0
0.226263 	0.239888 	0 	0
0.230303 	0.240419 	0 	0
0.234343 	0.240921 	0 	0
0.238384 	0.241422 	0 	0
0.242424 	0.241924 	0 	0
0.246465 	0.242393 	0 	0
0.250505 	0.242832 	0 	0
0.254545 	0.24326 	0 	0
0.258586 	0.243688 	0 	0
0.262626 	0.244116 	0 	0
0.266667 	0.244491 	0 	0
0.270707 	0.244865 	0 	0
0.274747 	0.245239 	0 	0
0.278788 	0.245613 	0 	0
0.282828 	0.245954 	0 	0
0.286869 	0.246269 	0 	0
0.290909 	0.246556 	0 	0
0.294949 	0.246843 	0 	0
0.29899 	0.247129 	0 	0
0.30303 	0.247411 	0 	0
0.307071 	0.247662 	0 	0
0.311111 	0.247913 	0 	0
0.315152 	0.248164 	0 	0
0.319192 	0.248414 	0 	0
0.323232 	0.248649 	0 	0
0.327273 	0.248848 	0 	0
0.331313 	0.24901 	0 	0
0.335354 	0.249156 	0 	0
0.339394 	0.249303 	0 	0
0.343434 	0.24945 	0 	0
0.347475 	0.249596 	0 	0
0.351515 	0.249727 	0 	0
0.355556 	0.249855 	0 	0
0.359596 	0.249983 	0 	0
0.363636 	0.250112 	0 	0
0.367677 	0.25024 	0 	0
0.371717 	0.250345 	0 	0
0.375758 	0.250409 	0 	0
0.379798 	0.25044 	0 	0
0.383838 	0.25044 	0 	0
0.387879 	0.25044 	0 	0
0.391919 	0.25044 	0 	0
0.39596 	0.25044 	0 	0
0.4 	0.25044 	0 	0
